1_hop_ocs_byte_share_mean,1_hop_ocs_byte_share_std,1_hop_ocs_flow_share_mean,1_hop_ocs_flow_share_std,2_hop_ocs_byte_share_mean,2_hop_ocs_byte_share_std,2_hop_ocs_flow_share_mean,2_hop_ocs_flow_share_std,avg_ocs_hops_all_byte_mean,avg_ocs_hops_all_byte_std,avg_ocs_hops_all_mean,avg_ocs_hops_all_std,avg_ocs_hops_core_byte_mean,avg_ocs_hops_core_byte_std,avg_ocs_hops_core_mean,avg_ocs_hops_core_std,avg_total_hops_all_byte_mean,avg_total_hops_all_byte_std,avg_total_hops_all_mean,avg_total_hops_all_std,avg_total_hops_core_byte_mean,avg_total_hops_core_byte_std,avg_total_hops_core_mean,avg_total_hops_core_std,core_flows_mean,core_flows_std,dataset,direct_eps_byte_share_mean,direct_eps_byte_share_std,direct_eps_flow_share_mean,direct_eps_flow_share_std,eps_byte_share_all_mean,eps_byte_share_all_std,eps_byte_share_core_mean,eps_byte_share_core_std,eps_flow_share_all_mean,eps_flow_share_all_std,eps_flow_share_core_mean,eps_flow_share_core_std,eps_multi_ocs_byte_share_mean,eps_multi_ocs_byte_share_std,eps_multi_ocs_flow_share_mean,eps_multi_ocs_flow_share_std,eps_then_ocs_byte_share_mean,eps_then_ocs_byte_share_std,eps_then_ocs_flow_share_mean,eps_then_ocs_flow_share_std,flows_mean,flows_std,ge3_hop_ocs_byte_share_mean,ge3_hop_ocs_byte_share_std,ge3_hop_ocs_flow_share_mean,ge3_hop_ocs_flow_share_std,intra_rack_byte_share_mean,intra_rack_byte_share_std,intra_rack_flow_share_mean,intra_rack_flow_share_std,label,num_tor,ocs_then_eps_byte_share_mean,ocs_then_eps_byte_share_std,ocs_then_eps_flow_share_mean,ocs_then_eps_flow_share_std,scheduler,seeds
0.017607509560875544,0.006053376696202988,0.01754214638157895,0.005750520429245914,0.034703666741435234,0.008292866510896165,0.03326994243421053,0.006343734638541205,0.8041077030400388,0.023258817578372844,0.8113127055921051,0.02703969466121191,0.9205238412480835,0.01798182607964692,0.9244052456671282,0.020389903494468908,2.3271198892952416,0.049979844785875936,2.343045847039474,0.051566126476631446,2.6640518572323098,0.008472746759722807,2.669870720085657,0.008794881891943501,17074.7,387.9474320059356,40 ToRs,0.2235634816480899,0.009468485531043307,0.22141755756578946,0.005273219579888672,0.7615060931276015,0.018222310200358555,0.8717640079921131,0.00993489752178863,0.7658665707236842,0.01687063075867411,0.8727327372092644,0.008769854564667156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19456.0,0.0,0.05971674950559366,0.008917956432950302,0.060927220394736845,0.008217777741161364,0.126465981064494,0.018939461108338017,0.1223941200657895,0.019939732319384017,Hybrid-ksp,40,0.5379426114795116,0.017129964464774966,0.5444490131578948,0.012674336429201622,ocs_eps_global_ksp,10
0.02556839334316739,0.008915132789193508,0.024444901315789476,0.008277163435574,0.06468023695975829,0.011068068689336921,0.06495168585526315,0.011303945153372907,3.2262850314866114,0.06323631537769861,3.246797902960526,0.0678133609473158,3.693644251243524,0.028578930405065997,3.6998984293126638,0.031601069091771294,3.2262850314866114,0.06323631537769861,3.246797902960526,0.0678133609473158,3.693644251243524,0.028578930405065997,3.6998984293126638,0.031601069091771294,17074.7,387.9474320059356,40 ToRs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19456.0,0.0,0.7832853886325802,0.020559255196199,0.7882092927631579,0.02105963740981413,0.126465981064494,0.018939461108338017,0.1223941200657895,0.019939732319384017,Optics-ksp,40,0.0,0.0,0.0,0.0,pure_ocs_ksp,10
0.01352019014908406,0.0038265609411462635,0.0053094161184210524,0.0016457082991467459,0.026784904431130692,0.005515299142872098,0.010366981907894738,0.002645281204014114,3.5128985812473537,0.09051467365199724,1.371936677631579,0.048534719449176894,4.021189658139826,0.028333397034822724,1.5631821215212514,0.039829128477929195,3.861546448900812,0.09735028967685355,2.5811780427631574,0.06520418199887408,4.420317631958927,0.026692997749026552,2.941073479003088,0.024972022299730157,17074.7,387.9474320059356,40 ToRs,0.17432393382672923,0.004113717850032259,0.6046206825657894,0.015324289438414088,0.17432393382672923,0.004113717850032259,0.19956398690955088,0.002101037750154581,0.6046206825657894,0.015324289438414088,0.6889456787409185,0.007666820550399119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19456.0,0.0,0.658904990528562,0.015679787293175113,0.25730879934210527,0.008897555075565127,0.126465981064494,0.018939461108338017,0.1223941200657895,0.019939732319384017,Helios,40,0.0,0.0,0.0,0.0,ocs_eps_large_small,10
0.038420025649521294,0.014714054981204037,0.03852282072368421,0.015535749586142707,0.107829425332967,0.020206549681158422,0.10646073190789473,0.020632861113939166,2.958250796511395,0.05919103603541912,2.9851151315789473,0.06681329140117424,3.386828605809017,0.034482155136952415,3.4016753916197815,0.03734498101152053,2.958250796511395,0.05919103603541912,2.9851151315789473,0.06681329140117424,3.386828605809017,0.034482155136952415,3.4016753916197815,0.03734498101152053,17074.7,387.9474320059356,40 ToRs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19456.0,0.0,0.7272845679530177,0.022912839946833224,0.7326223273026315,0.024862032892841918,0.126465981064494,0.018939461108338017,0.1223941200657895,0.019939732319384017,Optics-greedy,40,0.0,0.0,0.0,0.0,pure_ocs_ksp_greedy,10
0.024132963156361466,0.007527038435778078,0.02422902960526316,0.007738781514871029,0.0401403369914556,0.008232884252093346,0.03873869243421053,0.00811395785284567,2.15440061380799,0.035401769546289256,2.2338918585526315,0.033039514868107106,2.466731384733464,0.029869867655896973,2.5460183433406067,0.032153576515768174,3.0490085650453183,0.06185160100271946,3.110618832236842,0.059670469088289046,3.490566474520672,0.015545319966268812,3.544758483321867,0.021179873052896137,17074.7,387.9474320059356,40 ToRs,0.10349449181192054,0.006627672253801499,0.0869140625,0.003635406781324283,0.4473039756186644,0.016426098785373343,0.5119175448936042,0.008829850124834834,0.43836348684210524,0.0161478628024383,0.49937006999063016,0.008583243594952827,0.0,0.0,0.0,0.0,0.1627032342885722,0.010151950336317495,0.18423108552631579,0.009411740715589274,19456.0,0.0,0.3619567431690246,0.007749550270072971,0.37627467105263157,0.009477461569334733,0.126465981064494,0.018939461108338017,0.1223941200657895,0.019939732319384017,Hyacinth-dynamic,40,0.18110624951817156,0.009675018293788794,0.16721833881578946,0.007586710829681715,ocs_eps_preset_dynamic_greedy,10
0.020135830300360355,0.0030774854890542195,0.020097325211864407,0.002771263760920698,0.11936362242048026,0.015102189321898543,0.11997484110169492,0.014415103413208634,1.1535439908619116,0.0178441934805072,1.1554786811440678,0.01717554001908126,1.2865001138975967,0.02286169654759503,1.2877496740585432,0.01977611860870912,2.3067831277548843,0.01912994956847068,2.3078356726694915,0.02011760149768686,2.572572890974386,0.022797093166353005,2.571982932406054,0.020492955558145416,27106.3,218.1912234715228,80 ToRs,0.22370540792317342,0.006604444194067566,0.22396054025423728,0.004744325101412116,0.5766195684464863,0.016567802984268458,0.6430363885383945,0.017735372662780597,0.576178495762712,0.01590227267109969,0.6421166291737551,0.01712403899478593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30208.0,0.0,0.18058891839909258,0.007862820591819076,0.1810712394067797,0.005569745898395036,0.10329206043358045,0.005993724910252495,0.10267809851694913,0.007222961582081658,Hybrid-ksp,80,0.3529141605233129,0.014930897369250429,0.35221795550847457,0.014079840756418624,ocs_eps_global_ksp,10
0.02028067963606566,0.0063222751769355925,0.01962063029661017,0.0048836832209860105,0.15936378740763188,0.007809517626283394,0.162549655720339,0.010684278775830685,2.53514647456768,0.0150766774509654,2.5358944650423725,0.017377137714973782,2.8272480910363855,0.01901884281619058,2.8261449145403557,0.016810331828435752,2.53514647456768,0.0150766774509654,2.5358944650423725,0.017377137714973782,2.8272480910363855,0.01901884281619058,2.8261449145403557,0.016810331828435752,27106.3,218.1912234715228,80 ToRs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30208.0,0.0,0.7170634725227221,0.00930576099391709,0.7151516154661017,0.011122665095285903,0.10329206043358045,0.005993724910252495,0.10267809851694913,0.007222961582081658,Optics-ksp,80,0.0,0.0,0.0,0.0,pure_ocs_ksp,10
0.01637328765972566,0.0036245352093341294,0.006372484110169491,0.0012635296761775636,0.0951690459524483,0.010535437017790146,0.03685116525423729,0.0038994493822010388,2.1750769258092615,0.035798771541762434,0.842869438559322,0.0219458520581032,2.425611926494245,0.03561452865082129,0.9392966412095065,0.022387507422798422,2.5308589971743443,0.035589502111384924,2.080667372881356,0.020401533033952344,2.822381133826996,0.03424650305134979,2.318753917401835,0.013261745984540075,27106.3,218.1912234715228,80 ToRs,0.17789103568254122,0.0013167881897523587,0.618898967161017,0.006399867904963403,0.17789103568254122,0.0013167881897523587,0.19838460366637536,0.0011319691818104406,0.618898967161017,0.006399867904963403,0.6897286380961645,0.005895794324137567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30208.0,0.0,0.6072745702717042,0.01381095332258009,0.23519928495762712,0.007204327660132815,0.10329206043358045,0.005993724910252495,0.10267809851694913,0.007222961582081658,Helios,80,0.0,0.0,0.0,0.0,ocs_eps_large_small,10
0.027059465679628823,0.005719191100236026,0.02532772775423729,0.00427735219183562,0.22710576320933082,0.011897580645281125,0.21796875,0.011721622385693466,2.4309475651678873,0.01803522822506967,2.449950344279661,0.017955018074918554,2.7110004785158486,0.015670491685715385,2.7303395054139523,0.013454245973880728,2.4309475651678873,0.01803522822506967,2.449950344279661,0.017955018074918554,2.7110004785158486,0.015670491685715385,2.7303395054139523,0.013454245973880728,27106.3,218.1912234715228,80 ToRs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30208.0,0.0,0.6425427106774599,0.012089765620826108,0.6540254237288136,0.01104391842975557,0.10329206043358045,0.005993724910252495,0.10267809851694913,0.007222961582081658,Optics-greedy,80,0.0,0.0,0.0,0.0,pure_ocs_ksp_greedy,10
0.021701819113913855,0.0033757501697116317,0.020050979872881354,0.0026613922035751483,0.118738276273104,0.013807321272774039,0.10942134533898304,0.013130127618053116,1.9289416060014695,0.024980344169292967,1.9710242319915252,0.02959998569110111,2.151160370369449,0.025865026778608136,2.196593473678175,0.02999749065313169,2.497764511496083,0.024683327290812566,2.5597292108050844,0.029429741006311957,2.7854997596821485,0.02246640840812136,2.8526325648880215,0.023411968986430484,27106.3,218.1912234715228,80 ToRs,0.08379464444215448,0.003478170944899845,0.05213188559322034,0.0019298586381958853,0.2844114527473067,0.004624962830199014,0.31716969465634975,0.004480134164234716,0.2943524894067796,0.005746154579542194,0.32801954560492325,0.00491539363353764,0.0,0.0,0.0,0.0,0.09030405953330799,0.0043117359971246464,0.13089909957627116,0.004666834699227,30208.0,0.0,0.47185639143209485,0.016346093672086073,0.47349708686440684,0.016554542957444397,0.10329206043358045,0.005993724910252495,0.10267809851694913,0.007222961582081658,Hyacinth-dynamic,80,0.11031274877184427,0.003737960041332518,0.11132150423728815,0.0034762409034211103,ocs_eps_preset_dynamic_greedy,10
